ResponseId	MainBranch	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	Country	Currency	CompTotal	CompFreq	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysProfessional use	OpSysPersonal use	VersionControlSystem	VCInteraction	VCHostingPersonal use	VCHostingProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	Blockchain	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	Age	Gender	Trans	Sexuality	Ethnicity	Accessibility	MentalHealth	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Onboarding	ProfessionalTech	TrueFalse_1	TrueFalse_2	TrueFalse_3	SurveyLength	SurveyEase	Annual_Salary_USD
66155	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Freelance/contract work	Associate degree (A.A., A.S., etc.)	Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp	Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos	Coursera;Udemy;Pluralsight;Udacity;Skillsoft	35.0	34	Developer, desktop or enterprise applications;Educator	20 to 99 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me	Canada	"CAD	Canadian dollar"	100000.0	Yearly	C#;SQL	C#;F#;PowerShell;Python;Rust;SQL;TypeScript	Microsoft SQL Server	Microsoft SQL Server	Microsoft Azure	Microsoft Azure			.NET	.NET			Notepad++;PhpStorm;PyCharm;Visual Studio;Visual Studio Code;Webstorm	Notepad++;PhpStorm;PyCharm;Visual Studio;Visual Studio Code;Webstorm	Windows	Windows	Git	Code editor					Microsoft Teams	Microsoft Teams	Very unfavorable	Stack Overflow	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Yes, somewhat	55-64 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	35.0	Strongly agree	Agree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	1-2 times a week	3-5 times a week	1-2 times a week	60-120 minutes a day	15-30 minutes a day	Very short	DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing	No	Yes	Yes	Appropriate in length	Easy	78084.0
66416	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc);On the job training			18.0	15	Developer, back-end	100 to 499 employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	100000.0	Yearly	Go;PHP;SQL	PHP;SQL	MariaDB;MySQL	PostgreSQL							Docker;Homebrew	Docker	PhpStorm;Sublime Text	PhpStorm;Sublime Text	macOS	Linux-based;Windows	Git	Command-line					Microsoft Teams;Zoom	Zoom	Unfavorable	Collectives on Stack Overflow;Stack Overflow;Stack Exchange	Daily or almost daily	No		Neutral	45-54 years old	Man	No	Straight / Heterosexual	North American	None of the above	None of the above	No																				Appropriate in length	Easy	78084.0
68619	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc);Other (please specify):			16.0	11	Developer, back-end	2 to 9 employees	I have some influence	Start a free trial;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	100000.0	Yearly	Groovy;Java;SQL	C#;Groovy;Java;TypeScript	MySQL	MySQL;PostgreSQL	AWS	AWS			Spring	Apache Kafka;React Native			Eclipse;Visual Studio Code	IntelliJ;Visual Studio Code	Windows	Windows	Git	Code editor;Command-line;Dedicated version control GUI application					Google Chat;Zoom	Google Chat;Slack;Zoom	Unsure	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	Independent contributor	9.0	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	1-2 times a week	1-2 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Somewhat long	DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	No	No	Appropriate in length	Easy	78084.0
69234	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded)	Udemy;Codecademy;Other	5.0	3	Developer, front-end;Designer	10,000 or more employees	I have some influence	Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	100000.0	Yearly	HTML/CSS;JavaScript;Python;SQL;TypeScript	Go;HTML/CSS;JavaScript;Python;SQL;TypeScript	Elasticsearch;PostgreSQL	Elasticsearch;PostgreSQL;Redis	AWS	AWS	Flask;React.js	Flask;Gatsby;Next.js;React.js			Docker;Homebrew;Kubernetes;npm	Docker;Homebrew;Kubernetes;npm	Notepad++;Visual Studio Code	GoLand;Visual Studio Code;Webstorm	Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Git	Code editor;Version control hosting service web GUI;Dedicated version control GUI application			Confluence	Confluence	Microsoft Teams;Slack	Slack	Favorable	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	None of the above	Yes	Independent contributor	3.0	Agree	Disagree	Agree	Agree	Agree	Neither agree nor disagree	Disagree	Never	1-2 times a week	1-2 times a week	15-30 minutes a day	30-60 minutes a day	Somewhat long	DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	Yes	Yes	Appropriate in length	Easy	78084.0
72479	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Auditory material (e.g., podcasts);Coding sessions (live or recorded)		8.0	5	Developer, full-stack;Developer, back-end	10 to 19 employees	I have some influence	Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	100000.0	Yearly	Elixir;Go;JavaScript;Ruby;TypeScript	Elixir;Go;Kotlin;Rust	PostgreSQL	PostgreSQL	AWS	AWS;DigitalOcean;Google Cloud	Phoenix;React.js;Ruby on Rails	Next.js;Phoenix;React.js;Svelte	Apache Kafka	Apache Kafka	Docker;Homebrew;Kubernetes;npm;Yarn	Docker;Homebrew;Yarn	Visual Studio Code	Visual Studio Code	macOS	macOS	Git	Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application			Airtable;Jira Work Management;Notion	Jira Work Management;Notion	Slack;Zoom	Slack;Zoom	Unsure	Stack Overflow;Stack Exchange	Daily or almost daily	No		No, not really	25-34 years old	Man	No	Straight / Heterosexual	Indian	None of the above	I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder	Yes	People manager	5.0	Agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Never	1-2 times a week	1-2 times a week	30-60 minutes a day	15-30 minutes a day	Somewhat long	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	No	Yes	Too long	Easy	78084.0
20418	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Bootstrapping a business	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc)			20.0	14	Developer, back-end;Other (please specify):	I don’t know	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	99000.0	Yearly	C#;HTML/CSS;Java;JavaScript;SQL;TypeScript	C#;SQL	Couchbase;Microsoft SQL Server;Redis;SQLite	Microsoft SQL Server;PostgreSQL;SQLite	AWS;Microsoft Azure	Microsoft Azure	Angular;ASP.NET Core ;jQuery;Node.js	ASP.NET Core ;Blazor	.NET;Xamarin	.NET;Xamarin	Docker;npm	Docker;Kubernetes	Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio;Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Git	Dedicated version control GUI application			Confluence;Jira Work Management	Jira Work Management;Stack Overflow for Teams;Trello	Cisco Webex Teams;Google Chat;Slack;Zoom	Google Chat;Microsoft Teams;Slack	Favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per month or weekly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;South American	None of the above	None of the above	Yes	Independent contributor	14.0	Agree	Agree	Neither agree nor disagree	Disagree	Agree	Neither agree nor disagree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	60-120 minutes a day	15-30 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing	Yes	Yes	Yes	Appropriate in length	Easy	77303.0
25440	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos;Interactive tutorial	Coursera;Udemy	6.0	5	Engineer, data;Engineering manager	100 to 499 employees	I have some influence	Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me	Canada	"CAD	Canadian dollar"	99000.0	Yearly	HTML/CSS;Python;SQL	Python;SQL	PostgreSQL	PostgreSQL	AWS	AWS;Google Cloud			Pandas	Apache Spark;Hadoop;Pandas			PyCharm	PyCharm	macOS	macOS	Git	Code editor			Asana;Smartsheet		Slack;Zoom	Slack;Zoom	Indifferent	Stack Overflow	Daily or almost daily	Yes	Less than once per month or monthly	Not sure	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	Yes	People manager	7.0	Strongly agree	Disagree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	1-2 times a week	3-5 times a week	1-2 times a week	15-30 minutes a day	Less than 15 minutes a day	Somewhat short	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Observability tools	Yes	Yes	No	Too long	Easy	77303.0
38258	I am not primarily a developer, but I write code sometimes as part of my work	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Contribute to open-source projects	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc);On the job training			7.0	3	Developer, QA or test	100 to 499 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	99000.0	Yearly	Bash/Shell;Python	Bash/Shell;Go;Java;Python;Rust	SQLite	SQLite			Django	Django			Docker	Docker	Android Studio;Neovim;Vim;Visual Studio Code	Neovim;Visual Studio Code	Windows	Linux-based	Git	Command-line					Microsoft Teams;Slack	Slack	Unfavorable	Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	Less than once per month or monthly	No, not really	25-34 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	No																				Appropriate in length	Easy	77303.0
49886	I am a developer by profession	Employed, full-time	Fully remote	Hobby	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)	Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Certification videos	Pluralsight;Other	5.0	5	Developer, full-stack;Educator;Product manager	1,000 to 4,999 employees	I have some influence	Start a free trial	Canada	"CAD	Canadian dollar"	99000.0	Yearly	JavaScript;Python;SQL;TypeScript	JavaScript;Python;SQL;TypeScript	PostgreSQL	MongoDB;PostgreSQL	Heroku;Microsoft Azure	Heroku	Django;FastAPI;Node.js;React.js	Django;Express;FastAPI;Node.js;React.js	React Native	React Native	Docker;npm	Docker;npm	Visual Studio Code	Visual Studio Code	Windows	Windows	Git	Code editor;Command-line			ClickUp		Microsoft Teams;Slack	Slack	Very favorable	Stack Overflow	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	25-34 years old	Man	No	Prefer to self-describe:	Or, in your own words:	None of the above	None of the above	No																				Appropriate in length	Easy	77303.0
55875	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc)			9.0	5	Developer, full-stack	100 to 499 employees	I have some influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	99000.0	Yearly	Bash/Shell;HTML/CSS;JavaScript;Python	HTML/CSS;JavaScript	PostgreSQL	PostgreSQL			Deno;Node.js;Vue.js	Deno;Vue.js			Docker;npm	Docker	PyCharm;Visual Studio Code	PyCharm;Visual Studio Code	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Windows	Git	Code editor;Command-line			Jira Work Management		Slack;Zoom	Slack;Zoom	Unsure	Stack Overflow;Stack Exchange	A few times per week	Yes	A few times per month or weekly	No, not really	25-34 years old	Man	No	Bisexual;Gay or Lesbian	White;European	None of the above	None of the above	Yes	People manager	5.0	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree				Less than 15 minutes a day	Less than 15 minutes a day	Somewhat short	DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	No	No	Appropriate in length	Neither easy nor difficult	77303.0
25203	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Freelance/contract work	Associate degree (A.A., A.S., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum		13.0	9	Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Project manager	100 to 499 employees	I have some influence	Other (please specify):;Start a free trial	Canada	"CAD	Canadian dollar"	98600.0	Yearly	C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript	Assembly;Bash/Shell;C#;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript	Elasticsearch;Microsoft SQL Server	Elasticsearch;SQLite	Google Cloud;Microsoft Azure	Google Cloud	Angular;ASP.NET;ASP.NET Core ;Node.js	Angular;ASP.NET Core ;Deno;Next.js;Node.js;React.js	.NET;Electron;Spring	.NET;Electron	Docker;Kubernetes;npm	Docker;Kubernetes;npm;Terraform;Unity 3D	Atom;IntelliJ;Nano;Rider	Atom;IntelliJ;Nano;Rider;Visual Studio Code	Linux-based;Windows;Windows Subsystem for Linux (WSL)	Linux-based;Windows	Git	Code editor;Command-line;Dedicated version control GUI application			Asana;Confluence;Jira Work Management;Notion	Confluence;Jira Work Management;Notion	Microsoft Teams;Slack;Zoom	Mattermost;Slack	Favorable	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Daily or almost daily	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	White;North American	None of the above	I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes	Independent contributor	9.0	Strongly agree	Agree	Agree	Strongly agree	Agree	Agree	Disagree	1-2 times a week	3-5 times a week	1-2 times a week	30-60 minutes a day	60-120 minutes a day	Just right	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	Yes	Yes	Yes	Too long	Neither easy nor difficult	76991.0
9105	I am a developer by profession	Employed, full-time;Employed, part-time	Hybrid (some remote, some in-person)	I don’t code outside of work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc)			17.0	9	Developer, full-stack;Developer, desktop or enterprise applications;Developer, QA or test;Educator	100 to 499 employees	I have some influence	Start a free trial;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	98500.0	Yearly	Assembly;C#;C++;Java;PowerShell;SQL	Assembly;C#;C++;SQL	MySQL;PostgreSQL	Microsoft SQL Server;PostgreSQL	Microsoft Azure				.NET;Qt	.NET			Eclipse;Notepad++;Qt Creator;Visual Studio	Notepad++;Visual Studio;Visual Studio Code	Windows	Windows	Git	Command-line;Dedicated version control GUI application					Microsoft Teams	Microsoft Teams	Very unfavorable	Stack Overflow	Multiple times per day	Yes	Multiple times per day	Yes, definitely	25-34 years old	Man	No	Straight / Heterosexual	North American	None of the above	I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder	Yes	Independent contributor	9.0	Agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Never	1-2 times a week	Never	15-30 minutes a day	60-120 minutes a day	Somewhat long	DevOps function;Developer portal or other central places to find tools/services;Automated testing	Yes	No	No	Appropriate in length	Easy	76913.0
26854	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Contribute to open-source projects	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training	Technical documentation;Blogs;Stack Overflow		28.0	13	Developer, full-stack;Developer, back-end	1,000 to 4,999 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	98500.0	Yearly	C#;HTML/CSS;JavaScript;SQL;TypeScript	C#;HTML/CSS;JavaScript;SQL;TypeScript	Microsoft SQL Server	Microsoft SQL Server	AWS	AWS	Angular.js;ASP.NET Core ;jQuery;Node.js	Angular.js;ASP.NET Core ;jQuery;Node.js	.NET	.NET	npm	npm	Notepad++;Visual Studio	Notepad++;Visual Studio	Windows	Windows	Git	Code editor;Command-line			Confluence;Jira Work Management	Confluence;Jira Work Management	Microsoft Teams	Microsoft Teams	Unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, somewhat	35-44 years old	Man	No	Straight / Heterosexual	White;North American	I am blind / have difficulty seeing	I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)	No																				Appropriate in length	Easy	76913.0
15623	I am a developer by profession	Employed, full-time	Fully remote	Hobby;Contribute to open-source projects	Associate degree (A.A., A.S., etc.)	Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;Written-based Online Courses	Udemy	28.0	18	Developer, back-end	10,000 or more employees	I have some influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	98000.0	Yearly	Delphi;HTML/CSS;JavaScript;PHP;Python;SQL	Delphi;PHP;Python;SQL	Elasticsearch;MariaDB;MySQL;PostgreSQL	Elasticsearch;MariaDB;MySQL;PostgreSQL	AWS	AWS					Docker;Kubernetes	Docker;Kubernetes	NetBeans;Notepad++;PyCharm	PyCharm	Linux-based;Windows	Windows	Git	Code editor;Command-line			Confluence;Jira Work Management	Confluence;Jira Work Management			Very unfavorable	Stack Overflow;Stack Exchange	A few times per week	Yes	Less than once per month or monthly	Yes, definitely	35-44 years old	Man	No	Straight / Heterosexual	White	None of the above	None of the above	No																				Appropriate in length	Easy	76522.0
44463	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification		Udemy;Pluralsight	20.0	12	Developer, back-end	100 to 499 employees	I have little or no influence	Start a free trial	Canada	"CAD	Canadian dollar"	98000.0	Yearly	Bash/Shell;Java;SQL	Assembly;Bash/Shell;C;C++;Java	DynamoDB;MariaDB										Eclipse;IntelliJ;Nano;Notepad++	Eclipse	macOS	Linux-based;Windows	Git	Command-line			Confluence;Jira Work Management;Trello	Confluence;Jira Work Management	Mattermost;Slack;Zoom	Mattermost;Slack;Zoom	Very unfavorable	Stack Overflow	A few times per month or weekly	Yes	A few times per month or weekly	No, not really	35-44 years old	Man	No	Straight / Heterosexual	European	None of the above	I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)	Yes		20.0	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Never	Never	1-2 times a week	Over 120 minutes a day	Less than 15 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	Yes	Yes	Appropriate in length	Easy	76522.0
45041	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Technical documentation;Blogs;Stack Overflow;Online forum;How-to videos;Written-based Online Courses		7.0	4	Developer, full-stack;Developer, back-end;Developer, QA or test	10,000 or more employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd	Canada	"CAD	Canadian dollar"	98000.0	Yearly	C#;JavaScript;SQL;TypeScript	C#;Python	DynamoDB;Microsoft SQL Server;PostgreSQL	DynamoDB;PostgreSQL	AWS	AWS;Microsoft Azure	Angular;Angular.js;ASP.NET;ASP.NET Core ;Next.js	Angular;ASP.NET;ASP.NET Core 	NumPy;Pandas		Docker;npm;Terraform	Docker;npm;Terraform	Notepad++;Visual Studio;Visual Studio Code	Notepad++;Visual Studio;Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)	Linux-based;Windows	Git	Dedicated version control GUI application			Microsoft Planner		Microsoft Teams;Zoom	Microsoft Teams;Zoom	Indifferent	Stack Overflow	A few times per week	Not sure/can't remember		No, not really	25-34 years old	Man	No	Straight / Heterosexual	Asian	None of the above	Prefer not to say	No																				Appropriate in length	Easy	76522.0
14521	I am a developer by profession	Employed, full-time	Fully remote	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague	Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Written-based Online Courses;Certification videos		9.0	5	Developer, back-end	1,000 to 4,999 employees	I have little or no influence	Visit developer communities like Stack Overflow;Ask developers I know/work with	Canada	"CAD	Canadian dollar"	97000.0	Yearly	Bash/Shell;JavaScript;PHP;SQL	Bash/Shell;Go;PHP;Scala;SQL	MySQL	MongoDB;MySQL	AWS;Microsoft Azure;VMware	AWS	Angular;jQuery;Laravel;React.js;Symfony	Laravel;Symfony			Docker;Kubernetes;npm	Ansible;Docker;Kubernetes;npm;Puppet;Terraform	Atom;IntelliJ;PhpStorm;Vim	Atom;IntelliJ;Vim	Linux-based;macOS	Windows	Git	Code editor;Command-line;Version control hosting service web GUI			Confluence;Jira Work Management	Confluence;Jira Work Management	Microsoft Teams;Slack;Zoom	Slack	Indifferent	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	25-34 years old	Man	No	Straight / Heterosexual	Asian	None of the above	None of the above	Yes	Independent contributor	5.0	Agree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	1-2 times a week	1-2 times a week	1-2 times a week	30-60 minutes a day	Less than 15 minutes a day	Somewhat long	DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools	No	Yes	Yes	Appropriate in length	Neither easy nor difficult	75742.0
15176	I am a developer by profession	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Other (please specify):	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification	Technical documentation;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Coding sessions (live or recorded)	Udemy	14.0	10	Developer, front-end;Developer, full-stack;Developer, back-end	1,000 to 4,999 employees	I have little or no influence	Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit	Canada	"CAD	Canadian dollar"	97000.0	Yearly	HTML/CSS;Java;SQL;TypeScript	HTML/CSS;Java;SQL;TypeScript	MongoDB;MySQL;Oracle;Redis	MongoDB;MySQL;Oracle;Redis	AWS;Firebase;Google Cloud;Heroku	AWS;Firebase;Google Cloud;Microsoft Azure	Angular	Angular	Spring	Apache Kafka;Ionic;React Native;Spring	Docker;npm	Docker;Kubernetes;npm	IntelliJ;Notepad++;Visual Studio Code;Webstorm	IntelliJ;Notepad++;Visual Studio Code;Webstorm	Windows;Windows Subsystem for Linux (WSL)	Windows;Windows Subsystem for Linux (WSL)	Git	Code editor			Confluence;Jira Work Management	Confluence;Jira Work Management	Microsoft Teams;Slack;Zoom	Microsoft Teams;Slack;Zoom	Unsure	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Yes, definitely	25-34 years old	Man	No	Straight / Heterosexual	Indian	None of the above	None of the above	Yes	Independent contributor	7.0	Strongly agree	Disagree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Disagree	Never	1-2 times a week	Never	15-30 minutes a day	Less than 15 minutes a day	Just right	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery	No	No	No	Appropriate in length	Easy	75742.0
